"Label","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"Southbridge Town city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","16,858","8,318","8,540","97.4","899","1,026","1,055","1,004","1,192","2,334","2,140","2,240","1,187","1,154","1,594","549","484","40.1","3,624","13,708","13,234","12,704","3,271","2,627","13,234","6,505","6,729","96.7","2,627","1,103","1,524","72.4","","16,858","16,274","584","16,274","13,298","474","65","14","0","0","7","120","0","23","0","0","13","25","59","0","0","0","0","0","2,317","584","133","95","13","0","","16,858","13,841","656","209","153","0","2,660","","16,858","5,735","176","4,672","0","887","11,123","10,516","298","21","120","0","40","128","7","121","7,474","","12,860","6,341","6,519"
"    Percent","","16,858","49.3%","50.7%","(X)","5.3%","6.1%","6.3%","6.0%","7.1%","13.8%","12.7%","13.3%","7.0%","6.8%","9.5%","3.3%","2.9%","(X)","21.5%","81.3%","78.5%","75.4%","19.4%","15.6%","13,234","49.2%","50.8%","(X)","2,627","42.0%","58.0%","(X)","","16,858","96.5%","3.5%","96.5%","78.9%","2.8%","0.4%","0.1%","0.0%","0.0%","0.0%","0.7%","0.0%","0.1%","0.0%","0.0%","0.1%","0.1%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","13.7%","3.5%","0.8%","0.6%","0.1%","0.0%","","16,858","82.1%","3.9%","1.2%","0.9%","0.0%","15.8%","","16,858","34.0%","1.0%","27.7%","0.0%","5.3%","66.0%","62.4%","1.8%","0.1%","0.7%","0.0%","0.2%","0.8%","0.0%","0.7%","(X)","","12,860","49.3%","50.7%"
"South Deerfield CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,580","714","866","82.4","91","98","105","70","0","257","210","187","240","54","193","59","16","41.9","350","1,254","1,230","1,216","322","268","1,230","529","701","75.5","268","109","159","68.6","","1,580","1,530","50","1,530","1,512","0","0","0","0","0","0","18","0","0","0","0","0","0","18","0","0","0","0","0","0","50","11","5","11","0","","1,580","1,562","11","5","29","23","0","","1,580","94","20","0","22","52","1,486","1,441","0","0","18","0","0","27","0","27","756","","1,212","529","683"
"    Percent","","1,580","45.2%","54.8%","(X)","5.8%","6.2%","6.6%","4.4%","0.0%","16.3%","13.3%","11.8%","15.2%","3.4%","12.2%","3.7%","1.0%","(X)","22.2%","79.4%","77.8%","77.0%","20.4%","17.0%","1,230","43.0%","57.0%","(X)","268","40.7%","59.3%","(X)","","1,580","96.8%","3.2%","96.8%","95.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","3.2%","0.7%","0.3%","0.7%","0.0%","","1,580","98.9%","0.7%","0.3%","1.8%","1.5%","0.0%","","1,580","5.9%","1.3%","0.0%","1.4%","3.3%","94.1%","91.2%","0.0%","0.0%","1.1%","0.0%","0.0%","1.7%","0.0%","1.7%","(X)","","1,212","43.6%","56.4%"
"South Dennis CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,635","1,596","2,039","78.3","202","171","142","104","152","440","289","383","226","375","515","507","129","53.5","540","3,104","3,095","3,007","1,370","1,151","3,095","1,292","1,803","71.7","1,151","444","707","62.8","","3,635","3,561","74","3,561","3,222","217","0","0","0","0","0","86","0","8","0","0","0","59","19","0","0","0","0","0","36","74","25","0","30","0","","3,635","3,277","261","0","116","0","55","","3,635","35","0","0","0","35","3,600","3,209","217","0","86","0","24","64","19","45","2,760","","3,020","1,247","1,773"
"    Percent","","3,635","43.9%","56.1%","(X)","5.6%","4.7%","3.9%","2.9%","4.2%","12.1%","8.0%","10.5%","6.2%","10.3%","14.2%","13.9%","3.5%","(X)","14.9%","85.4%","85.1%","82.7%","37.7%","31.7%","3,095","41.7%","58.3%","(X)","1,151","38.6%","61.4%","(X)","","3,635","98.0%","2.0%","98.0%","88.6%","6.0%","0.0%","0.0%","0.0%","0.0%","0.0%","2.4%","0.0%","0.2%","0.0%","0.0%","0.0%","1.6%","0.5%","0.0%","0.0%","0.0%","0.0%","0.0%","1.0%","2.0%","0.7%","0.0%","0.8%","0.0%","","3,635","90.2%","7.2%","0.0%","3.2%","0.0%","1.5%","","3,635","1.0%","0.0%","0.0%","0.0%","1.0%","99.0%","88.3%","6.0%","0.0%","2.4%","0.0%","0.7%","1.8%","0.5%","1.2%","(X)","","3,020","41.3%","58.7%"
"South Duxbury CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,644","1,873","1,771","105.8","127","282","348","326","122","171","425","689","208","346","322","173","105","45.3","1,070","2,765","2,574","2,536","833","600","2,574","1,374","1,200","114.5","600","307","293","104.8","","3,644","3,644","0","3,644","3,627","4","0","0","0","0","0","13","0","0","0","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","","3,644","3,627","4","0","13","0","0","","3,644","12","0","0","8","4","3,632","3,615","4","0","13","0","0","0","0","0","1,379","","2,570","1,372","1,198"
"    Percent","","3,644","51.4%","48.6%","(X)","3.5%","7.7%","9.5%","8.9%","3.3%","4.7%","11.7%","18.9%","5.7%","9.5%","8.8%","4.7%","2.9%","(X)","29.4%","75.9%","70.6%","69.6%","22.9%","16.5%","2,574","53.4%","46.6%","(X)","600","51.2%","48.8%","(X)","","3,644","100.0%","0.0%","100.0%","99.5%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","0.0%","0.0%","0.0%","0.0%","0.3%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","3,644","99.5%","0.1%","0.0%","0.4%","0.0%","0.0%","","3,644","0.3%","0.0%","0.0%","0.2%","0.1%","99.7%","99.2%","0.1%","0.0%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","2,570","53.4%","46.6%"
"Southfield CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","-","0","0","0","-","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0"
"    Percent","","0","-","-","(X)","-","-","-","-","-","-","-","-","-","-","-","-","-","(X)","-","-","-","-","-","-","0","-","-","(X)","0","-","-","(X)","","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","0","-","-","-","-","-","-","","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","(X)","","0","-","-"
"South Lancaster CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,838","937","901","104.0","33","69","106","158","70","217","231","289","171","86","214","101","93","46.6","352","1,597","1,486","1,472","438","408","1,486","820","666","123.1","408","215","193","111.4","","1,838","1,791","47","1,791","1,698","17","0","0","0","0","0","76","0","0","76","0","0","0","0","0","0","0","0","0","0","47","0","37","10","0","","1,838","1,745","17","37","86","0","0","","1,838","85","0","85","0","0","1,753","1,613","17","0","76","0","0","47","0","47","799","","1,374","783","591"
"    Percent","","1,838","51.0%","49.0%","(X)","1.8%","3.8%","5.8%","8.6%","3.8%","11.8%","12.6%","15.7%","9.3%","4.7%","11.6%","5.5%","5.1%","(X)","19.2%","86.9%","80.8%","80.1%","23.8%","22.2%","1,486","55.2%","44.8%","(X)","408","52.7%","47.3%","(X)","","1,838","97.4%","2.6%","97.4%","92.4%","0.9%","0.0%","0.0%","0.0%","0.0%","0.0%","4.1%","0.0%","0.0%","4.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","2.6%","0.0%","2.0%","0.5%","0.0%","","1,838","94.9%","0.9%","2.0%","4.7%","0.0%","0.0%","","1,838","4.6%","0.0%","4.6%","0.0%","0.0%","95.4%","87.8%","0.9%","0.0%","4.1%","0.0%","0.0%","2.6%","0.0%","2.6%","(X)","","1,374","57.0%","43.0%"
"South Yarmouth CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","11,391","5,234","6,157","85.0","709","372","366","444","697","1,267","1,071","1,412","760","1,123","1,629","956","585","50.4","1,771","9,789","9,620","9,412","3,846","3,170","9,620","4,461","5,159","86.5","3,170","1,367","1,803","75.8","","11,391","11,220","171","11,220","10,628","265","0","0","0","0","0","145","51","1","28","0","0","0","65","0","0","0","0","0","182","171","74","55","0","0","","11,391","10,799","339","55","145","0","224","","11,391","315","62","41","0","212","11,076","10,438","265","0","145","0","57","171","42","129","7,949","","9,314","4,345","4,969"
"    Percent","","11,391","45.9%","54.1%","(X)","6.2%","3.3%","3.2%","3.9%","6.1%","11.1%","9.4%","12.4%","6.7%","9.9%","14.3%","8.4%","5.1%","(X)","15.5%","85.9%","84.5%","82.6%","33.8%","27.8%","9,620","46.4%","53.6%","(X)","3,170","43.1%","56.9%","(X)","","11,391","98.5%","1.5%","98.5%","93.3%","2.3%","0.0%","0.0%","0.0%","0.0%","0.0%","1.3%","0.4%","0.0%","0.2%","0.0%","0.0%","0.0%","0.6%","0.0%","0.0%","0.0%","0.0%","0.0%","1.6%","1.5%","0.6%","0.5%","0.0%","0.0%","","11,391","94.8%","3.0%","0.5%","1.3%","0.0%","2.0%","","11,391","2.8%","0.5%","0.4%","0.0%","1.9%","97.2%","91.6%","2.3%","0.0%","1.3%","0.0%","0.5%","1.5%","0.4%","1.1%","(X)","","9,314","46.7%","53.3%"
"Spencer CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,821","3,088","2,733","113.0","489","214","266","167","351","753","785","907","445","398","662","262","122","43.0","1,055","4,836","4,766","4,567","1,281","1,046","4,766","2,545","2,221","114.6","1,046","472","574","82.2","","5,821","5,760","61","5,760","5,404","92","0","0","0","0","0","264","0","0","0","0","60","204","0","0","0","0","0","0","0","61","38","11","0","0","","5,821","5,465","130","11","264","0","12","","5,821","340","0","137","0","203","5,481","5,076","92","0","264","0","0","49","0","49","2,958","","4,569","2,417","2,152"
"    Percent","","5,821","53.0%","47.0%","(X)","8.4%","3.7%","4.6%","2.9%","6.0%","12.9%","13.5%","15.6%","7.6%","6.8%","11.4%","4.5%","2.1%","(X)","18.1%","83.1%","81.9%","78.5%","22.0%","18.0%","4,766","53.4%","46.6%","(X)","1,046","45.1%","54.9%","(X)","","5,821","99.0%","1.0%","99.0%","92.8%","1.6%","0.0%","0.0%","0.0%","0.0%","0.0%","4.5%","0.0%","0.0%","0.0%","0.0%","1.0%","3.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.0%","0.7%","0.2%","0.0%","0.0%","","5,821","93.9%","2.2%","0.2%","4.5%","0.0%","0.2%","","5,821","5.8%","0.0%","2.4%","0.0%","3.5%","94.2%","87.2%","1.6%","0.0%","4.5%","0.0%","0.0%","0.8%","0.0%","0.8%","(X)","","4,569","52.9%","47.1%"
"Springfield city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","154,613","72,880","81,733","89.2","10,303","10,643","11,935","12,886","14,169","21,516","18,520","18,697","9,225","8,206","10,595","5,293","2,625","32.9","39,744","119,498","114,869","105,802","22,956","18,513","114,869","52,753","62,116","84.9","18,513","7,463","11,050","67.5","","154,613","148,060","6,553","148,060","93,289","32,622","841","0","0","0","0","3,372","244","703","58","55","25","1,405","882","64","10","0","12","42","17,872","6,553","3,300","371","371","269","","154,613","98,551","37,343","1,743","4,320","333","19,360","","154,613","67,748","2,161","57,435","250","7,902","86,865","50,345","29,205","334","3,260","22","152","3,547","174","3,373","61,935","","108,540","49,716","58,824"
"    Percent","","154,613","47.1%","52.9%","(X)","6.7%","6.9%","7.7%","8.3%","9.2%","13.9%","12.0%","12.1%","6.0%","5.3%","6.9%","3.4%","1.7%","(X)","25.7%","77.3%","74.3%","68.4%","14.8%","12.0%","114,869","45.9%","54.1%","(X)","18,513","40.3%","59.7%","(X)","","154,613","95.8%","4.2%","95.8%","60.3%","21.1%","0.5%","0.0%","0.0%","0.0%","0.0%","2.2%","0.2%","0.5%","0.0%","0.0%","0.0%","0.9%","0.6%","0.0%","0.0%","0.0%","0.0%","0.0%","11.6%","4.2%","2.1%","0.2%","0.2%","0.2%","","154,613","63.7%","24.2%","1.1%","2.8%","0.2%","12.5%","","154,613","43.8%","1.4%","37.1%","0.2%","5.1%","56.2%","32.6%","18.9%","0.2%","2.1%","0.0%","0.1%","2.3%","0.1%","2.2%","(X)","","108,540","45.8%","54.2%"
"Stoneham CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","21,967","10,652","11,315","94.1","1,245","838","1,270","946","1,141","2,877","2,842","3,421","1,752","1,523","2,141","1,206","765","44.4","3,940","18,419","18,027","17,449","5,046","4,112","18,027","8,697","9,330","93.2","4,112","2,016","2,096","96.2","","21,967","21,820","147","21,820","20,577","465","0","0","0","0","0","570","142","321","27","0","56","24","0","0","0","0","0","0","208","147","10","8","63","0","","21,967","20,693","506","8","664","10","233","","21,967","727","130","146","65","386","21,240","19,969","451","0","570","0","103","147","25","122","9,318","","17,152","8,241","8,911"
"    Percent","","21,967","48.5%","51.5%","(X)","5.7%","3.8%","5.8%","4.3%","5.2%","13.1%","12.9%","15.6%","8.0%","6.9%","9.7%","5.5%","3.5%","(X)","17.9%","83.8%","82.1%","79.4%","23.0%","18.7%","18,027","48.2%","51.8%","(X)","4,112","49.0%","51.0%","(X)","","21,967","99.3%","0.7%","99.3%","93.7%","2.1%","0.0%","0.0%","0.0%","0.0%","0.0%","2.6%","0.6%","1.5%","0.1%","0.0%","0.3%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.9%","0.7%","0.0%","0.0%","0.3%","0.0%","","21,967","94.2%","2.3%","0.0%","3.0%","0.0%","1.1%","","21,967","3.3%","0.6%","0.7%","0.3%","1.8%","96.7%","90.9%","2.1%","0.0%","2.6%","0.0%","0.5%","0.7%","0.1%","0.6%","(X)","","17,152","48.0%","52.0%"
"Sturbridge CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,439","1,087","1,352","80.4","131","142","184","237","136","340","363","459","115","93","185","38","16","35.7","666","1,908","1,773","1,717","302","239","1,773","768","1,005","76.4","239","112","127","88.2","","2,439","2,439","0","2,439","2,305","22","0","0","0","0","0","99","26","73","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","","2,439","2,305","22","0","99","0","13","","2,439","60","0","14","0","46","2,379","2,258","22","0","99","0","0","0","0","0","895","","1,716","724","992"
"    Percent","","2,439","44.6%","55.4%","(X)","5.4%","5.8%","7.5%","9.7%","5.6%","13.9%","14.9%","18.8%","4.7%","3.8%","7.6%","1.6%","0.7%","(X)","27.3%","78.2%","72.7%","70.4%","12.4%","9.8%","1,773","43.3%","56.7%","(X)","239","46.9%","53.1%","(X)","","2,439","100.0%","0.0%","100.0%","94.5%","0.9%","0.0%","0.0%","0.0%","0.0%","0.0%","4.1%","1.1%","3.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.5%","0.0%","0.0%","0.0%","0.0%","0.0%","","2,439","94.5%","0.9%","0.0%","4.1%","0.0%","0.5%","","2,439","2.5%","0.0%","0.6%","0.0%","1.9%","97.5%","92.6%","0.9%","0.0%","4.1%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","1,716","42.2%","57.8%"
"Swampscott CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","14,563","6,673","7,890","84.6","1,121","804","975","899","643","1,433","1,554","2,350","781","1,155","1,690","610","548","44.1","3,424","11,529","11,139","10,628","3,497","2,848","11,139","5,109","6,030","84.7","2,848","1,166","1,682","69.3","","14,563","14,103","460","14,103","13,838","91","0","0","0","0","0","104","34","26","0","30","14","0","0","0","0","0","0","0","70","460","253","28","87","0","","14,563","14,273","354","28","268","67","85","","14,563","511","49","51","0","411","14,052","13,397","91","0","104","0","0","460","15","445","5,775","","10,647","4,833","5,814"
"    Percent","","14,563","45.8%","54.2%","(X)","7.7%","5.5%","6.7%","6.2%","4.4%","9.8%","10.7%","16.1%","5.4%","7.9%","11.6%","4.2%","3.8%","(X)","23.5%","79.2%","76.5%","73.0%","24.0%","19.6%","11,139","45.9%","54.1%","(X)","2,848","40.9%","59.1%","(X)","","14,563","96.8%","3.2%","96.8%","95.0%","0.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.7%","0.2%","0.2%","0.0%","0.2%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.5%","3.2%","1.7%","0.2%","0.6%","0.0%","","14,563","98.0%","2.4%","0.2%","1.8%","0.5%","0.6%","","14,563","3.5%","0.3%","0.4%","0.0%","2.8%","96.5%","92.0%","0.6%","0.0%","0.7%","0.0%","0.0%","3.2%","0.1%","3.1%","(X)","","10,647","45.4%","54.6%"
"Taunton city, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","56,826","27,278","29,548","92.3","3,733","3,207","3,588","3,014","3,133","8,131","6,920","7,867","4,193","4,135","5,061","2,627","1,217","40.2","12,366","45,571","44,460","42,878","11,491","8,905","44,460","21,160","23,300","90.8","8,905","3,694","5,211","70.9","","56,826","54,896","1,930","54,896","48,151","4,035","14","0","0","0","0","597","9","236","99","51","27","0","175","0","0","0","0","0","2,099","1,930","711","213","155","76","","56,826","49,747","5,046","391","814","153","2,677","","56,826","3,682","114","2,501","93","974","53,144","46,299","3,914","0","597","0","989","1,345","181","1,164","23,698","","42,400","19,849","22,551"
"    Percent","","56,826","48.0%","52.0%","(X)","6.6%","5.6%","6.3%","5.3%","5.5%","14.3%","12.2%","13.8%","7.4%","7.3%","8.9%","4.6%","2.1%","(X)","21.8%","80.2%","78.2%","75.5%","20.2%","15.7%","44,460","47.6%","52.4%","(X)","8,905","41.5%","58.5%","(X)","","56,826","96.6%","3.4%","96.6%","84.7%","7.1%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","0.0%","0.4%","0.2%","0.1%","0.0%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","3.7%","3.4%","1.3%","0.4%","0.3%","0.1%","","56,826","87.5%","8.9%","0.7%","1.4%","0.3%","4.7%","","56,826","6.5%","0.2%","4.4%","0.2%","1.7%","93.5%","81.5%","6.9%","0.0%","1.1%","0.0%","1.7%","2.4%","0.3%","2.0%","(X)","","42,400","46.8%","53.2%"
"Teaticket CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,484","729","755","96.6","82","90","11","53","58","138","104","171","34","171","264","273","35","60.1","191","1,301","1,293","1,248","697","572","1,293","613","680","90.1","572","260","312","83.3","","1,484","1,484","0","1,484","1,449","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1,484","1,449","35","0","0","0","0","","1,484","92","0","92","0","0","1,392","1,357","35","0","0","0","0","0","0","0","1,707","","1,256","602","654"
"    Percent","","1,484","49.1%","50.9%","(X)","5.5%","6.1%","0.7%","3.6%","3.9%","9.3%","7.0%","11.5%","2.3%","11.5%","17.8%","18.4%","2.4%","(X)","12.9%","87.7%","87.1%","84.1%","47.0%","38.5%","1,293","47.4%","52.6%","(X)","572","45.5%","54.5%","(X)","","1,484","100.0%","0.0%","100.0%","97.6%","2.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","1,484","97.6%","2.4%","0.0%","0.0%","0.0%","0.0%","","1,484","6.2%","0.0%","6.2%","0.0%","0.0%","93.8%","91.4%","2.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","1,256","47.9%","52.1%"
"The Pinehills CDP, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
